Timestamp,1.) In which industry does the company operate?,2.) What type of software does the company construct?,3.) Which SDLC methodology does the company follow for software projects? (you can select more than one option),"4.) If more than one methodology was chosen in question 3, how do you/the company decide which methodology to choose for a given project? Leave blank if not more than one methodology was chosen",5.) If the Hybrid SDLC methodology was chosen in question 3 â€“ What variation of SDLC methodologies do you use to implement software? Leave blank if hybrid was not chosen,Please state the methodology you're rating,Requirements Volatility,Requirements Clarity ,Development Time,Project Size,Team Size,Product Complexity,Testing ,Please rate the following characteristics with low/high values (please choose only one value per row) [Risk Analysis],Please rate the following characteristics with low/high values (please choose only one value per row) [User Participation ],Please rate the following characteristics with low/high values (please choose only one value per row) [Team expertise on the technologies for the project],Please rate the following characteristics with low/high values (please choose only one value per row) [Development Expertise],Please rate the following characteristics with low/high values (please choose only one value per row) [Documentation needed],Please rate the following characteristics with low/high values (please choose only one value per row) [Funding Available],Please rate the following characteristics with low/high values (please choose only one value per row) [Delivery Speed],Please rate the following characteristics with low/high values (please choose only one value per row) [task visualisation],Please state the methodology you're rating,Requirements Volatility,Requirements Clarity ,Development Time,Project Size,Team Size,Product Complexity,Testing Intensity,Please rate the following characteristics with low/high values (please choose only one value per row) [Risk Analysis],Please rate the following characteristics with low/high values (please choose only one value per row) [User Participation ],Please rate the following characteristics with low/high values (please choose only one value per row) [Team expertise on the technologies for the project],Please rate the following characteristics with low/high values (please choose only one value per row) [Development Expertise],Please rate the following characteristics with low/high values (please choose only one value per row) [Documentation needed],Please rate the following characteristics with low/high values (please choose only one value per row) [Funding Available],Please rate the following characteristics with low/high values (please choose only one value per row) [Delivery Speed],,"6. Which of the criteria mentioned in sections 2 and 3, you believe that are the most important in choosing a SDLC methodology over another?","7.) Do you think that there are additional requirements (aside from those mentioned in the previous question) that influence your decision to choose a SDLC method for a project? If yes, please mention the rating/value alongside the characteristic for the SDLC methodology you selected in previous questions (e.g., Documentation: high).",
2021/12/13 8:00:09 pm CET,Information Technology,"c. Distributed systems i.e., Collection of computers working together to appear as a single computer to the end-user e.g., telephone networks, wireless sensor networks, routing algorithms, distributed databases.",Scrum;Rapid Application Development (RAD),"Depending on certain tasks, there are tasks which are needed as fast as possible and others which are just needed.",,RAD,Changing,unknown/defined later in the lifecycle,Intensive,Medium,Small (1-5),Complex,After development is done (Non-intensive testing),Low,High,High,High,Medium,Low,High,Low,,,,,,,,,,,,,,,,,User Participation;Team Size;Team Expertise on the technologies to be used for the project;Testing Intensity,"Documentation, Rollback functionality",
2021/12/13 8:00:09 pm CET,Information Technology,"c. Distributed systems i.e., Collection of computers working together to appear as a single computer to the end-user e.g., telephone networks, wireless sensor networks, routing algorithms, distributed databases.",Scrum;Rapid Application Development (RAD),"Depending on certain tasks, there are tasks which are needed as fast as possible and others which are just needed.",,RAD,Changing,unknown/defined later in the lifecycle,Intensive,Medium,Small (1-5),Complex,After development is done (Non-intensive testing),Low,High,High,High,Medium,Low,High,Low,,,,,,,,,,,,,,,,,User Participation;Team Size;Team Expertise on the technologies to be used for the project;Testing Intensity,"Documentation, Rollback functionality",
2021/12/13 8:00:09 pm CET,Information Technology,"c. Distributed systems i.e., Collection of computers working together to appear as a single computer to the end-user e.g., telephone networks, wireless sensor networks, routing algorithms, distributed databases.",Scrum;Rapid Application Development (RAD),"Depending on certain tasks, there are tasks which are needed as fast as possible and others which are just needed.",,RAD,Changing,unknown/defined later in the lifecycle,Intensive,Medium,Small (1-5),Complex,After development is done (Non-intensive testing),Low,High,High,High,Medium,Low,High,Low,,,,,,,,,,,,,,,,,User Participation;Team Size;Team Expertise on the technologies to be used for the project;Testing Intensity,"Documentation, Rollback functionality",
2021/12/13 8:00:09 pm CET,Information Technology,"c. Distributed systems i.e., Collection of computers working together to appear as a single computer to the end-user e.g., telephone networks, wireless sensor networks, routing algorithms, distributed databases.",Scrum;Rapid Application Development (RAD),"Depending on certain tasks, there are tasks which are needed as fast as possible and others which are just needed.",,RAD,Changing,unknown/defined later in the lifecycle,Intensive,Medium,Small (1-5),Complex,After development is done (Non-intensive testing),Low,High,High,High,Medium,Low,High,Low,,,,,,,,,,,,,,,,,User Participation;Team Size;Team Expertise on the technologies to be used for the project;Testing Intensity,"Documentation, Rollback functionality",
2021/12/13 8:00:09 pm CET,Information Technology,"c. Distributed systems i.e., Collection of computers working together to appear as a single computer to the end-user e.g., telephone networks, wireless sensor networks, routing algorithms, distributed databases.",Scrum;Rapid Application Development (RAD),"Depending on certain tasks, there are tasks which are needed as fast as possible and others which are just needed.",,RAD,Changing,unknown/defined later in the lifecycle,Intensive,Medium,Small (1-5),Complex,After development is done (Non-intensive testing),Low,High,High,High,Medium,Low,High,Low,,,,,,,,,,,,,,,,,User Participation;Team Size;Team Expertise on the technologies to be used for the project;Testing Intensity,"Documentation, Rollback functionality",
2021/12/13 8:00:09 pm CET,Information Technology,"c. Distributed systems i.e., Collection of computers working together to appear as a single computer to the end-user e.g., telephone networks, wireless sensor networks, routing algorithms, distributed databases.",Scrum;Rapid Application Development (RAD),"Depending on certain tasks, there are tasks which are needed as fast as possible and others which are just needed.",,RAD,Changing,unknown/defined later in the lifecycle,Intensive,Medium,Small (1-5),Complex,After development is done (Non-intensive testing),Low,High,High,High,Medium,Low,High,Low,,,,,,,,,,,,,,,,,User Participation;Team Size;Team Expertise on the technologies to be used for the project;Testing Intensity,"Documentation, Rollback functionality",
2021/12/13 8:00:09 pm CET,Information Technology,"c. Distributed systems i.e., Collection of computers working together to appear as a single computer to the end-user e.g., telephone networks, wireless sensor networks, routing algorithms, distributed databases.",Scrum;Rapid Application Development (RAD),"Depending on certain tasks, there are tasks which are needed as fast as possible and others which are just needed.",,RAD,Changing,unknown/defined later in the lifecycle,Intensive,Medium,Small (1-5),Complex,After development is done (Non-intensive testing),Low,High,High,High,Medium,Low,High,Low,,,,,,,,,,,,,,,,,User Participation;Team Size;Team Expertise on the technologies to be used for the project;Testing Intensity,"Documentation, Rollback functionality",
2021/12/13 8:00:09 pm CET,Information Technology,"c. Distributed systems i.e., Collection of computers working together to appear as a single computer to the end-user e.g., telephone networks, wireless sensor networks, routing algorithms, distributed databases.",Scrum;Rapid Application Development (RAD),"Depending on certain tasks, there are tasks which are needed as fast as possible and others which are just needed.",,RAD,Changing,unknown/defined later in the lifecycle,Intensive,Medium,Small (1-5),Complex,After development is done (Non-intensive testing),Low,High,High,High,Medium,Low,High,Low,,,,,,,,,,,,,,,,,User Participation;Team Size;Team Expertise on the technologies to be used for the project;Testing Intensity,"Documentation, Rollback functionality",
2021/12/13 8:00:09 pm CET,Information Technology,"c. Distributed systems i.e., Collection of computers working together to appear as a single computer to the end-user e.g., telephone networks, wireless sensor networks, routing algorithms, distributed databases.",Scrum;Rapid Application Development (RAD),"Depending on certain tasks, there are tasks which are needed as fast as possible and others which are just needed.",,RAD,Changing,unknown/defined later in the lifecycle,Intensive,Medium,Small (1-5),Complex,After development is done (Non-intensive testing),Low,High,High,High,Medium,Low,High,Low,,,,,,,,,,,,,,,,,User Participation;Team Size;Team Expertise on the technologies to be used for the project;Testing Intensity,"Documentation, Rollback functionality",
2021/12/13 8:00:09 pm CET,Information Technology,"c. Distributed systems i.e., Collection of computers working together to appear as a single computer to the end-user e.g., telephone networks, wireless sensor networks, routing algorithms, distributed databases.",Scrum;Rapid Application Development (RAD),"Depending on certain tasks, there are tasks which are needed as fast as possible and others which are just needed.",,RAD,Changing,unknown/defined later in the lifecycle,Intensive,Medium,Small (1-5),Complex,After development is done (Non-intensive testing),Low,High,High,High,Medium,Low,High,Low,,,,,,,,,,,,,,,,,User Participation;Team Size;Team Expertise on the technologies to be used for the project;Testing Intensity,"Documentation, Rollback functionality",
2021/12/13 8:00:09 pm CET,Information Technology,"c. Distributed systems i.e., Collection of computers working together to appear as a single computer to the end-user e.g., telephone networks, wireless sensor networks, routing algorithms, distributed databases.",Scrum;Rapid Application Development (RAD),"Depending on certain tasks, there are tasks which are needed as fast as possible and others which are just needed.",,RAD,Changing,unknown/defined later in the lifecycle,Intensive,Medium,Small (1-5),Complex,After development is done (Non-intensive testing),Low,High,High,High,Medium,Low,High,Low,,,,,,,,,,,,,,,,,User Participation;Team Size;Team Expertise on the technologies to be used for the project;Testing Intensity,"Documentation, Rollback functionality",
2021/12/13 8:00:09 pm CET,Information Technology,"c. Distributed systems i.e., Collection of computers working together to appear as a single computer to the end-user e.g., telephone networks, wireless sensor networks, routing algorithms, distributed databases.",Scrum;Rapid Application Development (RAD),"Depending on certain tasks, there are tasks which are needed as fast as possible and others which are just needed.",,RAD,Changing,unknown/defined later in the lifecycle,Intensive,Medium,Small (1-5),Complex,After development is done (Non-intensive testing),Low,High,High,High,Medium,Low,High,Low,,,,,,,,,,,,,,,,,User Participation;Team Size;Team Expertise on the technologies to be used for the project;Testing Intensity,"Documentation, Rollback functionality",
2021/12/13 8:00:09 pm CET,Information Technology,"c. Distributed systems i.e., Collection of computers working together to appear as a single computer to the end-user e.g., telephone networks, wireless sensor networks, routing algorithms, distributed databases.",Scrum;Rapid Application Development (RAD),"Depending on certain tasks, there are tasks which are needed as fast as possible and others which are just needed.",,RAD,Changing,unknown/defined later in the lifecycle,Intensive,Medium,Small (1-5),Complex,After development is done (Non-intensive testing),Low,High,High,High,Medium,Low,High,Low,,,,,,,,,,,,,,,,,User Participation;Team Size;Team Expertise on the technologies to be used for the project;Testing Intensity,"Documentation, Rollback functionality",
2021/12/13 8:00:09 pm CET,Information Technology,"c. Distributed systems i.e., Collection of computers working together to appear as a single computer to the end-user e.g., telephone networks, wireless sensor networks, routing algorithms, distributed databases.",Scrum;Rapid Application Development (RAD),"Depending on certain tasks, there are tasks which are needed as fast as possible and others which are just needed.",,RAD,Changing,unknown/defined later in the lifecycle,Intensive,Medium,Small (1-5),Complex,After development is done (Non-intensive testing),Low,High,High,High,Medium,Low,High,Low,,,,,,,,,,,,,,,,,User Participation;Team Size;Team Expertise on the technologies to be used for the project;Testing Intensity,"Documentation, Rollback functionality",
2021/12/13 8:00:09 pm CET,Information Technology,"c. Distributed systems i.e., Collection of computers working together to appear as a single computer to the end-user e.g., telephone networks, wireless sensor networks, routing algorithms, distributed databases.",Scrum;Rapid Application Development (RAD),"Depending on certain tasks, there are tasks which are needed as fast as possible and others which are just needed.",,RAD,Changing,unknown/defined later in the lifecycle,Intensive,Medium,Small (1-5),Complex,After development is done (Non-intensive testing),Low,High,High,High,Medium,Low,High,Low,,,,,,,,,,,,,,,,,User Participation;Team Size;Team Expertise on the technologies to be used for the project;Testing Intensity,"Documentation, Rollback functionality",
2021/12/13 8:00:09 pm CET,Information Technology,"c. Distributed systems i.e., Collection of computers working together to appear as a single computer to the end-user e.g., telephone networks, wireless sensor networks, routing algorithms, distributed databases.",Scrum;Rapid Application Development (RAD),"Depending on certain tasks, there are tasks which are needed as fast as possible and others which are just needed.",,RAD,Changing,unknown/defined later in the lifecycle,Intensive,Medium,Small (1-5),Complex,After development is done (Non-intensive testing),Low,High,High,High,Medium,Low,High,Low,,,,,,,,,,,,,,,,,User Participation;Team Size;Team Expertise on the technologies to be used for the project;Testing Intensity,"Documentation, Rollback functionality",
2021/12/23 3:31:25 pm CET,Gaming,"a. Real-time systems i.e., produce real-time data to predict the future consequences of current actions e.g., used in smartphones, air traffic control, GPS, health",Waterfall,,,Waterfall,Fixed,understandable/early defined,Non-Intensive,Small,Small (1-5),Simple,After development is done (Non-intensive testing),High,Low,Medium,Medium,High,Low,Low,Low,,,,,,,,,,,,,,,,,User Participation;Project Size;Team Size;Product Complexity,knowhow of the methodology: high,
2021/12/23 3:31:25 pm CET,Gaming,"a. Real-time systems i.e., produce real-time data to predict the future consequences of current actions e.g., used in smartphones, air traffic control, GPS, health",Waterfall,,,Waterfall,Fixed,understandable/early defined,Non-Intensive,Small,Small (1-5),Simple,After development is done (Non-intensive testing),High,Low,Medium,Medium,High,Low,Low,Low,,,,,,,,,,,,,,,,,User Participation;Project Size;Team Size;Product Complexity,knowhow of the methodology: high,
2021/12/23 3:31:25 pm CET,Gaming,"a. Real-time systems i.e., produce real-time data to predict the future consequences of current actions e.g., used in smartphones, air traffic control, GPS, health",Waterfall,,,Waterfall,Fixed,understandable/early defined,Non-Intensive,Small,Small (1-5),Simple,After development is done (Non-intensive testing),High,Low,Medium,Medium,High,Low,Low,Low,,,,,,,,,,,,,,,,,User Participation;Project Size;Team Size;Product Complexity,knowhow of the methodology: high,
2021/12/23 3:31:25 pm CET,Gaming,"a. Real-time systems i.e., produce real-time data to predict the future consequences of current actions e.g., used in smartphones, air traffic control, GPS, health",Waterfall,,,Waterfall,Fixed,understandable/early defined,Non-Intensive,Small,Small (1-5),Simple,After development is done (Non-intensive testing),High,Low,Medium,Medium,High,Low,Low,Low,,,,,,,,,,,,,,,,,User Participation;Project Size;Team Size;Product Complexity,knowhow of the methodology: high,
2021/12/23 3:31:25 pm CET,Gaming,"a. Real-time systems i.e., produce real-time data to predict the future consequences of current actions e.g., used in smartphones, air traffic control, GPS, health",Waterfall,,,Waterfall,Fixed,understandable/early defined,Non-Intensive,Small,Small (1-5),Simple,After development is done (Non-intensive testing),High,Low,Medium,Medium,High,Low,Low,Low,,,,,,,,,,,,,,,,,User Participation;Project Size;Team Size;Product Complexity,knowhow of the methodology: high,
2021/12/23 3:31:25 pm CET,Gaming,"a. Real-time systems i.e., produce real-time data to predict the future consequences of current actions e.g., used in smartphones, air traffic control, GPS, health",Waterfall,,,Waterfall,Fixed,understandable/early defined,Non-Intensive,Small,Small (1-5),Simple,After development is done (Non-intensive testing),High,Low,Medium,Medium,High,Low,Low,Low,,,,,,,,,,,,,,,,,User Participation;Project Size;Team Size;Product Complexity,knowhow of the methodology: high,
2021/12/23 3:31:25 pm CET,Gaming,"a. Real-time systems i.e., produce real-time data to predict the future consequences of current actions e.g., used in smartphones, air traffic control, GPS, health",Waterfall,,,Waterfall,Fixed,understandable/early defined,Non-Intensive,Small,Small (1-5),Simple,After development is done (Non-intensive testing),High,Low,Medium,Medium,High,Low,Low,Low,,,,,,,,,,,,,,,,,User Participation;Project Size;Team Size;Product Complexity,knowhow of the methodology: high,
2021/12/23 3:31:25 pm CET,Gaming,"a. Real-time systems i.e., produce real-time data to predict the future consequences of current actions e.g., used in smartphones, air traffic control, GPS, health",Waterfall,,,Waterfall,Fixed,understandable/early defined,Non-Intensive,Small,Small (1-5),Simple,After development is done (Non-intensive testing),High,Low,Medium,Medium,High,Low,Low,Low,,,,,,,,,,,,,,,,,User Participation;Project Size;Team Size;Product Complexity,knowhow of the methodology: high,
2021/12/23 3:31:25 pm CET,Gaming,"a. Real-time systems i.e., produce real-time data to predict the future consequences of current actions e.g., used in smartphones, air traffic control, GPS, health",Waterfall,,,Waterfall,Fixed,understandable/early defined,Non-Intensive,Small,Small (1-5),Simple,After development is done (Non-intensive testing),High,Low,Medium,Medium,High,Low,Low,Low,,,,,,,,,,,,,,,,,User Participation;Project Size;Team Size;Product Complexity,knowhow of the methodology: high,
2021/12/23 3:31:25 pm CET,Gaming,"a. Real-time systems i.e., produce real-time data to predict the future consequences of current actions e.g., used in smartphones, air traffic control, GPS, health",Waterfall,,,Waterfall,Fixed,understandable/early defined,Non-Intensive,Small,Small (1-5),Simple,After development is done (Non-intensive testing),High,Low,Medium,Medium,High,Low,Low,Low,,,,,,,,,,,,,,,,,User Participation;Project Size;Team Size;Product Complexity,knowhow of the methodology: high,
2021/12/23 3:31:25 pm CET,Gaming,"a. Real-time systems i.e., produce real-time data to predict the future consequences of current actions e.g., used in smartphones, air traffic control, GPS, health",Waterfall,,,Waterfall,Fixed,understandable/early defined,Non-Intensive,Small,Small (1-5),Simple,After development is done (Non-intensive testing),High,Low,Medium,Medium,High,Low,Low,Low,,,,,,,,,,,,,,,,,User Participation;Project Size;Team Size;Product Complexity,knowhow of the methodology: high,
2021/12/23 3:31:25 pm CET,Gaming,"a. Real-time systems i.e., produce real-time data to predict the future consequences of current actions e.g., used in smartphones, air traffic control, GPS, health",Waterfall,,,Waterfall,Fixed,understandable/early defined,Non-Intensive,Small,Small (1-5),Simple,After development is done (Non-intensive testing),High,Low,Medium,Medium,High,Low,Low,Low,,,,,,,,,,,,,,,,,User Participation;Project Size;Team Size;Product Complexity,knowhow of the methodology: high,
2021/12/23 3:31:25 pm CET,Gaming,"a. Real-time systems i.e., produce real-time data to predict the future consequences of current actions e.g., used in smartphones, air traffic control, GPS, health",Waterfall,,,Waterfall,Fixed,understandable/early defined,Non-Intensive,Small,Small (1-5),Simple,After development is done (Non-intensive testing),High,Low,Medium,Medium,High,Low,Low,Low,,,,,,,,,,,,,,,,,User Participation;Project Size;Team Size;Product Complexity,knowhow of the methodology: high,
2021/12/23 3:31:25 pm CET,Gaming,"a. Real-time systems i.e., produce real-time data to predict the future consequences of current actions e.g., used in smartphones, air traffic control, GPS, health",Waterfall,,,Waterfall,Fixed,understandable/early defined,Non-Intensive,Small,Small (1-5),Simple,After development is done (Non-intensive testing),High,Low,Medium,Medium,High,Low,Low,Low,,,,,,,,,,,,,,,,,User Participation;Project Size;Team Size;Product Complexity,knowhow of the methodology: high,
2021/12/23 3:31:25 pm CET,Gaming,"a. Real-time systems i.e., produce real-time data to predict the future consequences of current actions e.g., used in smartphones, air traffic control, GPS, health",Waterfall,,,Waterfall,Fixed,understandable/early defined,Non-Intensive,Small,Small (1-5),Simple,After development is done (Non-intensive testing),High,Low,Medium,Medium,High,Low,Low,Low,,,,,,,,,,,,,,,,,User Participation;Project Size;Team Size;Product Complexity,knowhow of the methodology: high,
2021/12/23 3:31:25 pm CET,Gaming,"a. Real-time systems i.e., produce real-time data to predict the future consequences of current actions e.g., used in smartphones, air traffic control, GPS, health",Waterfall,,,Waterfall,Fixed,understandable/early defined,Non-Intensive,Small,Small (1-5),Simple,After development is done (Non-intensive testing),High,Low,Medium,Medium,High,Low,Low,Low,,,,,,,,,,,,,,,,,User Participation;Project Size;Team Size;Product Complexity,knowhow of the methodology: high,
2021/12/23 3:31:25 pm CET,Gaming,"a. Real-time systems i.e., produce real-time data to predict the future consequences of current actions e.g., used in smartphones, air traffic control, GPS, health",Waterfall,,,Waterfall,Fixed,understandable/early defined,Non-Intensive,Small,Small (1-5),Simple,After development is done (Non-intensive testing),High,Low,Medium,Medium,High,Low,Low,Low,,,,,,,,,,,,,,,,,User Participation;Project Size;Team Size;Product Complexity,knowhow of the methodology: high,
2021/12/23 3:31:25 pm CET,Gaming,"a. Real-time systems i.e., produce real-time data to predict the future consequences of current actions e.g., used in smartphones, air traffic control, GPS, health",Waterfall,,,Waterfall,Fixed,understandable/early defined,Non-Intensive,Small,Small (1-5),Simple,After development is done (Non-intensive testing),High,Low,Medium,Medium,High,Low,Low,Low,,,,,,,,,,,,,,,,,User Participation;Project Size;Team Size;Product Complexity,knowhow of the methodology: high,
2021/12/23 3:31:25 pm CET,Gaming,"a. Real-time systems i.e., produce real-time data to predict the future consequences of current actions e.g., used in smartphones, air traffic control, GPS, health",Waterfall,,,Waterfall,Fixed,understandable/early defined,Non-Intensive,Small,Small (1-5),Simple,After development is done (Non-intensive testing),High,Low,Medium,Medium,High,Low,Low,Low,,,,,,,,,,,,,,,,,User Participation;Project Size;Team Size;Product Complexity,knowhow of the methodology: high,
2021/12/23 3:31:25 pm CET,Gaming,"a. Real-time systems i.e., produce real-time data to predict the future consequences of current actions e.g., used in smartphones, air traffic control, GPS, health",Waterfall,,,Waterfall,Fixed,understandable/early defined,Non-Intensive,Small,Small (1-5),Simple,After development is done (Non-intensive testing),High,Low,Medium,Medium,High,Low,Low,Low,,,,,,,,,,,,,,,,,User Participation;Project Size;Team Size;Product Complexity,knowhow of the methodology: high,
2021/12/23 3:31:25 pm CET,Gaming,"a. Real-time systems i.e., produce real-time data to predict the future consequences of current actions e.g., used in smartphones, air traffic control, GPS, health",Waterfall,,,Waterfall,Fixed,understandable/early defined,Non-Intensive,Small,Small (1-5),Simple,After development is done (Non-intensive testing),High,Low,Medium,Medium,High,Low,Low,Low,,,,,,,,,,,,,,,,,User Participation;Project Size;Team Size;Product Complexity,knowhow of the methodology: high,
2021/12/23 3:31:25 pm CET,Gaming,"a. Real-time systems i.e., produce real-time data to predict the future consequences of current actions e.g., used in smartphones, air traffic control, GPS, health",Waterfall,,,Waterfall,Fixed,understandable/early defined,Non-Intensive,Small,Small (1-5),Simple,After development is done (Non-intensive testing),High,Low,Medium,Medium,High,Low,Low,Low,,,,,,,,,,,,,,,,,User Participation;Project Size;Team Size;Product Complexity,knowhow of the methodology: high,
2021/12/23 3:31:25 pm CET,Gaming,"a. Real-time systems i.e., produce real-time data to predict the future consequences of current actions e.g., used in smartphones, air traffic control, GPS, health",Waterfall,,,Waterfall,Fixed,understandable/early defined,Non-Intensive,Small,Small (1-5),Simple,After development is done (Non-intensive testing),High,Low,Medium,Medium,High,Low,Low,Low,,,,,,,,,,,,,,,,,User Participation;Project Size;Team Size;Product Complexity,knowhow of the methodology: high,